REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,EDUCATION_LEVEL,Education Level,WEALTH_QUINTILE,Wealth Quintile,RESIDENCE,Residence,UNIT_MEASURE,Unit of measure,UNIT_MULTIPLIER,Unit multiplier,SOURCE_LINK,SERIES_FOOTNOTE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation Status,DATA_SOURCE,OBS_CONF,Observation confidentaility,TIME_PERIOD_METHOD,Time period activity related to when the data are collected,COVERAGE_TIME,OBS_FOOTNOTE,FREQ_COLL,Time interval at which the source data are collected
MDV,Maldives,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2017,41.62323,,,DHS 2016-17,,,,,,,0,Not Known
MDV,Maldives,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2017,36.01347,,,DHS 2016-17,,,,,,,0,Not Known
MDV,Maldives,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2017,24.70458,,,DHS 2016-17,,,,,,,0,Not Known
MDV,Maldives,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2017,12.01593,,,DHS 2016-17,,,,,,,0,Not Known
MDV,Maldives,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2017,12.06443,,,DHS 2016-17,,,,,,,0,Not Known
MDV,Maldives,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2017,36.710529,,,DHS 2016-17,,,,,,,0,Not Known
MDV,Maldives,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2017,11.6069,,,DHS 2016-17,,,,,,,0,Not Known
MDV,Maldives,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,25.07354,,,DHS 2016-17,,,,,,,0,Not Known
MEX,Mexico,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,23.799999,,,ENIGH 2018,,,,,,,0,Not Known
MEX,Mexico,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,26,,,ENIGH 2018,,,,,,,0,Not Known
MEX,Mexico,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,38.200001,,,ENIGH 2018,,,,,,,0,Not Known
MEX,Mexico,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,20,,,ENIGH 2018,,,,,,,0,Not Known
MEX,Mexico,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,24.9,,,ENIGH 2018,,,,,,,0,Not Known
MKD,North Macedonia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,11.60537,,,MICS 2018-19,,,,,,,0,Not Known
MKD,North Macedonia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,12.96537,,,MICS 2018-19,,,,,,,0,Not Known
MKD,North Macedonia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2019,29.18561,,,MICS 2018-19,,,,,,,0,Not Known
MKD,North Macedonia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2019,12.42283,,,MICS 2018-19,,,,,,,0,Not Known
MKD,North Macedonia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2019,8.4792948,,,MICS 2018-19,,,,,,,0,Not Known
MKD,North Macedonia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2019,2.853431,,,MICS 2018-19,,,,,,,0,Not Known
MKD,North Macedonia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2019,5.258656,,,MICS 2018-19,,,,,,,0,Not Known
MKD,North Macedonia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2019,11.43621,,,MICS 2018-19,,,,,,,0,Not Known
MKD,North Macedonia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2019,12.9052,,,MICS 2018-19,,,,,,,0,Not Known
MKD,North Macedonia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,12.28407,,,MICS 2018-19,,,,,,,0,Not Known
MLI,Mali,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,79.800003,,,MICS 2015,,,,,,,0,Not Known
MLI,Mali,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,70.400002,,,MICS 2015,,,,,,,0,Not Known
MLI,Mali,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2015,94,,,MICS 2015,,,,,,,0,Not Known
MLI,Mali,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2015,88.699997,,,MICS 2015,,,,,,,0,Not Known
MLI,Mali,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2015,83.900002,,,MICS 2015,,,,,,,0,Not Known
MLI,Mali,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2015,72.199997,,,MICS 2015,,,,,,,0,Not Known
MLI,Mali,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2015,47.200001,,,MICS 2015,,,,,,,0,Not Known
MLI,Mali,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2015,82.800003,,,MICS 2015,,,,,,,0,Not Known
MLI,Mali,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2015,52.799999,,,MICS 2015,,,,,,,0,Not Known
MLI,Mali,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,75.199997,,,MICS 2015,,,,,,,0,Not Known
MMR,Myanmar,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,48.900002,,,DHS 2015-16,,,,,,,0,Not Known
MMR,Myanmar,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,54.299999,,,DHS 2015-16,,,,,,,0,Not Known
MMR,Myanmar,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2016,72.699997,,,DHS 2015-16,,,,,,,0,Not Known
MMR,Myanmar,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2016,60.400002,,,DHS 2015-16,,,,,,,0,Not Known
MMR,Myanmar,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2016,52.799999,,,DHS 2015-16,,,,,,,0,Not Known
MMR,Myanmar,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2016,43.099998,,,DHS 2015-16,,,,,,,0,Not Known
MMR,Myanmar,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2016,24.299999,,,DHS 2015-16,,,,,,,0,Not Known
MMR,Myanmar,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2016,58.299999,,,DHS 2015-16,,,,,,,0,Not Known
MMR,Myanmar,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2016,34.5,,,DHS 2015-16,,,,,,,0,Not Known
MMR,Myanmar,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,51.599998,,,DHS 2015-16,,,,,,,0,Not Known
MNE,Montenegro,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,6.4442248,,,MICS 2018,,,,,,,0,Not Known
MNE,Montenegro,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,9.2915993,,,MICS 2018,,,,,,,0,Not Known
MNE,Montenegro,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,24.80386,,,MICS 2018,,,,,,,0,Not Known
MNE,Montenegro,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,4.9149518,,,MICS 2018,,,,,,,0,Not Known
MNE,Montenegro,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,5.65732,,,MICS 2018,,,,,,,0,Not Known
MNE,Montenegro,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,0.61188757,,,MICS 2018,,,,,,,0,Not Known
MNE,Montenegro,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,0.53338212,,,MICS 2018,,,,,,,0,Not Known
MNE,Montenegro,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,12.49031,,,MICS 2018,,,,,,,0,Not Known
MNE,Montenegro,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,5.3291039,,,MICS 2018,,,,,,,0,Not Known
MNE,Montenegro,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,7.8692951,,,MICS 2018,,,,,,,0,Not Known
MNG,Mongolia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,5.4000001,,,MICS 2018,,,,,,,0,Not Known
MNG,Mongolia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,15.4,,,MICS 2018,,,,,,,0,Not Known
MNG,Mongolia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,25.1,,,MICS 2018,,,,,,,0,Not Known
MNG,Mongolia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,7.3000002,,,MICS 2018,,,,,,,0,Not Known
MNG,Mongolia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,8,,,MICS 2018,,,,,,,0,Not Known
MNG,Mongolia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,3.2,,,MICS 2018,,,,,,,0,Not Known
MNG,Mongolia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,7.6999998,,,MICS 2018,,,,,,,0,Not Known
MNG,Mongolia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,18.700001,,,MICS 2018,,,,,,,0,Not Known
MNG,Mongolia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,6.5999999,,,MICS 2018,,,,,,,0,Not Known
MNG,Mongolia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,10.6,,,MICS 2018,,,,,,,0,Not Known
MOZ,Mozambique,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2011,63.299999,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2011,43.200001,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2011,76.099998,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2011,72.099998,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2011,68.300003,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2011,51.200001,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2011,21.4,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2011,66.199997,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2011,34.900002,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2011,53.400002,,,DHS 2011,,,,,,,0,Not Known
MRT,Mauritania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,59.62841,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,55.612801,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2015,82.091133,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2015,74.226227,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2015,57.564739,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2015,51.656719,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2015,31.35066,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2015,71.961227,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2015,44.882069,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,57.735489,,,MICS 2015,,,,,,,0,Not Known
MWI,Malawi,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,36.396931,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,22.920891,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2016,44.5938,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2016,37.686539,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2016,31.750469,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2016,22.57579,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2016,16.5903,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2016,31.208891,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2016,17.84363,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,28.92725,,,DHS 2015-16,,,,,,,0,Not Known
NAM,Namibia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,35.411491,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,32.1772,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2013,39.134811,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2013,42.709381,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2013,35.076012,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2013,35.557598,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2013,17.572241,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2013,35.03548,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2013,32.41272,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,33.876369,,,DHS 2013,,,,,,,0,Not Known
NER,Niger,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,91.179443,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,78.524757,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2012,98.641083,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2012,97.030037,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2012,97.398743,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2012,91.567932,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2012,61.568039,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2012,95.398064,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2012,57.819981,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,86.218826,,,DHS 2012,,,,,,,0,Not Known
NGA,Nigeria,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,34.099998,,,DHS 2018,,,,,,,0,Not Known
NGA,Nigeria,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,31.1,,,DHS 2018,,,,,,,0,Not Known
NGA,Nigeria,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,75.099998,,,DHS 2018,,,,,,,0,Not Known
NGA,Nigeria,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,45.799999,,,DHS 2018,,,,,,,0,Not Known
